Insertion,Orientation,Frequency
434663,minus,1
434663,plus,1
434676,plus,15
434701,plus,14
434725,plus,9
434804,plus,2
434805,plus,5
434853,minus,2
434949,plus,2
434969,plus,1
434983,plus,65
434990,plus,1
434997,minus,3
435005,plus,6
435100,plus,5
435302,minus,5
435369,plus,4
435405,plus,6
435787,minus,13
435788,minus,6
435800,minus,9
435961,minus,1
436015,minus,42
436155,plus,3
436184,plus,25
436256,plus,2
436309,minus,1
436333,minus,35
436391,plus,12
436424,minus,1
436500,plus,13
436502,plus,7
436510,minus,29
436581,minus,5
436705,plus,56
436838,plus,9
436894,minus,10
436956,minus,1
437034,plus,7
437095,minus,7
437166,minus,23
437205,minus,11
437338,minus,3
437375,minus,1
437564,minus,5
437604,minus,5
437681,minus,36
437761,plus,3
437769,minus,135
437813,plus,120
437821,minus,68
437857,plus,7
437865,minus,275
437909,plus,13
437957,plus,2
437959,minus,3
438070,minus,25
438084,minus,4
438120,plus,2
438378,plus,1
438467,minus,1
438567,minus,15
438584,plus,51
438597,minus,2
438659,plus,38
438667,minus,36
438699,plus,1
438794,plus,10
438830,minus,1
438998,minus,20
439354,minus,32
439627,plus,31
439834,plus,12
440130,minus,1
440306,minus,51
440478,plus,2
441105,minus,9
443437,minus,4
444699,minus,2
445426,plus,56
445462,minus,10
445472,minus,20
445508,minus,79
445521,plus,15
445526,plus,1
445568,minus,19
445575,plus,44
445583,minus,84
445588,minus,378
445596,plus,6
445640,minus,12
445649,minus,1
445654,minus,4
445731,plus,1
445816,minus,31
445836,minus,39
445851,plus,219
445876,plus,154
445889,plus,57
445897,minus,1
445913,plus,30
445949,plus,12
446001,plus,12
446019,plus,63
446027,minus,1
446032,plus,56
446135,plus,3
446143,plus,1
446278,plus,2
446374,plus,14
446438,plus,23
446484,minus,2
446534,plus,63
446543,plus,4
446555,plus,13
446574,minus,2
446602,plus,3
446672,minus,6
446802,minus,8
446840,plus,1
446965,minus,3
447002,minus,29
447126,plus,1
447134,minus,38
447139,minus,13
447193,plus,5
447201,minus,6
447278,minus,3
447344,minus,283
447345,minus,1
447356,plus,1
447394,minus,1
447455,minus,20
447475,minus,8
447628,minus,18
447787,minus,22
447802,minus,104
447908,plus,20
447938,minus,1
447986,minus,9
448010,minus,25
448046,minus,278
448116,plus,1
448131,plus,16
448161,minus,23
448232,minus,6
448276,minus,28
448684,plus,3
448728,minus,1
448831,minus,6
448867,minus,19
448869,plus,3
448897,minus,83
448933,minus,10
448935,minus,44
448940,plus,7
449025,minus,1
449073,plus,3
449421,minus,1
449546,minus,4
449629,plus,8
449652,minus,67
449709,plus,192
449785,plus,1
449907,plus,13
449937,minus,11
450477,minus,5
450506,minus,58
450705,plus,8
450740,plus,8
450748,minus,9
451056,plus,40
451332,plus,24
451383,plus,32
451481,plus,2
451793,minus,12
451823,minus,14
451937,plus,8
451945,minus,14
451955,minus,9
452570,minus,1
452580,plus,1
452626,minus,2
452696,minus,1
452773,minus,6
452791,minus,8
453016,minus,10
453033,plus,4
453236,minus,1
453572,minus,2
453617,minus,7
453756,minus,1
453833,minus,11
453850,minus,1
453928,minus,6
453968,minus,5
453998,minus,5
454011,plus,9
454057,plus,1
454062,minus,3
454065,minus,182
454078,minus,37
454112,plus,5
454120,minus,2
454123,plus,1
454131,minus,2
454131,plus,1
454136,plus,6
454143,minus,1
454152,minus,1
454185,plus,16
454190,plus,13
454193,minus,14
454212,minus,4
454214,plus,34
454222,minus,8
454253,plus,1
454300,minus,4
454319,minus,4
454345,minus,25
454381,minus,6
454429,minus,7
454438,plus,25
454456,plus,37
454464,minus,8
454464,plus,185
454472,plus,2
454537,plus,5
454554,plus,161
454635,plus,12
454648,minus,2
454708,minus,7
454721,plus,2
454783,plus,9
454787,plus,2
454816,minus,4
454821,plus,2
454829,minus,1
454861,plus,5
454888,plus,2
454952,plus,1
455000,plus,2
455094,minus,2
455357,plus,23
455368,plus,11
455392,plus,9
455630,plus,5
455761,plus,13
455802,plus,3
455832,minus,1
455953,plus,1
456830,minus,2
456874,minus,2
456881,minus,3
457340,minus,3
457594,minus,3
457669,minus,3
457820,minus,2
457948,plus,1
457951,minus,1
458368,minus,3
458975,plus,11
459024,plus,1
459027,minus,14
459037,minus,7
459138,minus,3
459169,minus,6
459198,minus,3
459374,minus,39
459403,plus,7
459411,minus,10
459451,minus,18
459478,minus,1
459521,plus,9
459526,minus,4
459529,minus,1
459554,minus,3
459568,minus,1
459733,minus,4
459837,plus,1
459841,plus,1
459970,plus,1
459978,minus,7
460005,minus,2
460050,minus,4
460087,plus,3
460128,minus,23
460131,plus,1
460138,minus,2
460175,minus,1
460190,minus,51
460268,plus,21
460296,minus,3
460301,minus,17
460331,minus,3
460341,plus,10
460500,plus,13
460503,plus,10
460523,minus,14
460556,minus,8
460571,minus,7
460597,minus,4
460672,minus,103
460741,plus,6
460768,plus,1
460776,minus,1
460821,minus,2
460927,plus,15
460989,minus,2
461158,plus,6
461179,plus,12
461332,minus,4
461409,plus,27
461767,plus,47
462135,plus,9
462216,plus,5
462334,minus,8
462484,minus,1
462535,plus,1
462541,minus,348
462597,minus,1
462815,minus,2
462839,minus,3
462842,plus,5
462944,minus,1
462962,minus,1
462997,minus,26
462999,plus,1
463010,plus,4
463018,minus,2
463036,plus,6
463047,plus,24
463052,plus,33
463076,minus,14
463224,minus,4
463233,minus,39
463263,minus,12
463319,minus,1
463320,plus,5
463356,minus,8
463383,minus,18
463415,plus,8
463440,plus,23
463443,minus,17
463462,minus,77
463532,minus,33
463584,plus,188
463618,plus,1
463622,plus,29
463682,plus,41
463692,plus,1
463700,minus,7
463749,plus,31
463750,plus,3
463760,plus,15
463800,plus,7
463801,plus,7
463813,minus,15
463916,plus,9
463944,minus,3
464015,minus,6
464252,plus,1
464550,plus,4
464553,plus,18
464652,minus,5
464718,plus,32
465027,minus,4
465028,minus,5
465051,minus,2
465099,minus,10
465168,minus,1
465187,minus,52
465188,minus,6
465296,minus,1
465691,plus,3
465753,plus,8
465762,plus,3
465768,minus,15
465779,plus,8
465828,minus,10
465848,plus,7
465997,plus,91
466022,minus,1
466032,plus,4
466035,plus,7
466040,minus,2
466040,plus,1
466061,plus,5
466110,plus,12
466128,plus,4
466136,minus,6
466138,plus,1
466146,minus,2
466221,minus,6
466227,minus,4
466273,minus,10
466305,plus,7
466323,minus,2
466330,plus,179
466331,minus,7
466340,minus,36
466345,minus,5
466354,plus,203
466384,plus,443
466434,plus,120
466474,minus,49
466536,plus,12
466558,minus,29
466565,plus,23
466568,minus,71
466573,minus,54
466580,minus,8
466658,plus,34
466659,minus,21
466702,minus,10
466723,plus,74
466731,minus,25
466742,plus,12
466751,plus,48
466787,minus,4
466825,minus,6
466837,minus,5
466844,minus,79
466856,plus,8
466963,plus,7
466987,plus,2
467025,minus,47
467050,plus,1
467129,minus,3
467190,minus,7
467282,minus,7
467283,minus,4
467299,minus,5
467309,plus,2
467310,plus,63
467363,minus,15
467391,minus,2
467396,plus,2
467397,plus,2
467603,plus,2
467704,plus,2
467755,minus,15
467781,minus,4
467800,plus,8
467808,minus,5
467810,minus,18
467839,minus,5
467860,plus,22
467865,plus,41
467872,plus,27
467880,minus,34
467910,plus,10
467918,minus,170
467960,plus,4
467974,minus,15
468046,plus,4
468053,minus,427
468055,minus,552
468058,minus,1
468066,minus,163
468162,minus,2
468177,plus,5
468257,plus,2
468267,minus,6
468311,plus,4
468332,minus,6
468382,minus,1
468425,plus,88
468455,plus,59
468489,plus,13
468506,plus,22
468513,plus,2
468538,plus,1
468565,plus,19
468604,plus,9
468897,minus,8
468955,minus,23
468963,plus,24
468986,plus,3
468989,minus,51
468994,minus,6
469166,minus,20
469170,minus,54
469175,minus,20
469235,plus,2
469247,plus,21
469367,plus,1
469537,minus,5
469661,plus,3
470197,minus,16
470850,minus,1
470887,plus,5
471172,minus,1
472389,plus,12
472869,minus,1
473453,plus,2
473791,minus,1
475144,minus,9
475172,minus,7
475342,minus,7
475712,plus,7
475864,plus,30
475883,plus,1
476669,minus,36
476819,minus,26
476891,minus,14
477171,minus,42
477248,minus,35
477480,plus,3
477948,plus,12
478081,plus,1
478197,plus,112
478418,minus,46
478743,minus,1
478850,plus,14
479028,minus,10
479167,plus,2
479445,plus,6
479498,plus,2
479569,plus,11
479674,minus,137
479716,minus,17
479772,minus,1
479842,plus,5
479937,plus,84
480149,plus,4
480213,minus,4
480231,minus,4
480793,plus,16
481184,minus,6
481213,plus,5
481221,minus,2
481456,minus,14
481639,minus,1
481651,minus,4
481748,plus,23
481780,minus,29
481959,minus,10
482304,plus,2
482544,minus,1
482755,minus,18
482760,minus,42
483093,minus,3
483548,minus,58
483704,minus,1
483741,minus,15
483777,minus,15
483829,plus,5
484010,plus,3
484139,minus,18
484141,plus,4
484585,plus,306
484620,plus,70
484649,plus,22
484734,plus,45
484755,plus,35
484910,minus,14
484924,minus,31
484945,minus,4
484960,plus,33
485029,plus,3
485037,minus,1
485192,minus,50
485290,minus,2
485342,plus,1
485386,minus,10
485558,plus,8
485998,minus,13
486049,minus,123
486355,plus,15
486488,plus,2
486538,plus,45
486564,plus,13
486638,plus,1
486659,plus,2
486696,minus,5
486713,minus,18
486730,plus,2
486953,plus,1
487454,plus,1
487464,plus,43
487561,plus,3
487817,minus,12
487859,plus,6
488625,plus,21
488633,minus,50
488667,plus,22
488946,plus,1
488986,minus,81
489144,plus,1
489277,plus,7
489709,minus,16
489730,minus,8
490259,minus,55
490264,minus,3
490347,minus,19
490403,plus,4
490468,minus,3
490478,minus,3
490482,minus,12
490505,minus,1
490532,plus,27
490540,plus,3
490541,minus,45
490558,minus,10
490579,plus,1
490587,minus,240
490596,minus,94
490643,plus,2
490695,plus,3
490709,plus,3
490772,minus,10
491855,plus,9
493274,plus,5
493295,minus,1
493442,minus,1
493444,plus,5
493515,plus,10
493519,plus,2
493556,plus,2
493565,plus,2
493606,minus,39
493628,plus,1
493711,plus,16
493782,plus,1
493877,minus,2
493926,minus,4
493931,plus,8
493969,minus,1
494101,minus,3
494176,minus,24
494613,minus,16
494924,minus,3
495402,plus,3
495410,minus,2
495493,plus,2
495515,plus,1
495517,minus,4
495910,minus,11
495959,plus,1
496043,minus,3
496230,minus,17
496236,minus,36
496418,minus,1
496665,minus,5
496685,plus,2
496703,minus,4
496840,minus,4
496842,minus,7
496847,minus,1
497061,minus,1
497118,plus,7
497186,plus,10
497365,minus,2
497484,plus,2
498330,plus,19
499086,minus,11
499289,plus,2
500254,plus,1
500837,plus,15
501020,minus,3
501103,plus,1
501449,plus,1
501550,minus,1
501929,plus,12
502125,plus,8
502213,plus,1
502251,minus,3
502422,plus,13
502450,plus,23
502771,minus,1
502820,plus,4
503116,minus,2
503146,minus,2
503202,minus,1
503257,plus,96
503265,minus,12
503272,minus,10
503282,minus,23
503400,plus,1
503459,minus,12
503584,plus,13
503592,minus,5
503715,minus,3
503746,plus,50
504133,minus,8
504518,plus,10
505482,plus,1
505582,plus,3
505625,plus,2
505706,plus,2
505880,minus,16
505924,minus,4
505970,plus,8
506017,minus,29
506022,minus,4
506059,minus,62
506083,minus,5
506238,plus,1
506293,plus,13
506370,minus,30
506449,plus,17
506540,minus,1
506577,minus,95
506692,plus,2
506775,plus,67
506783,minus,1
506865,minus,6
506872,plus,1
506931,minus,8
506963,minus,33
507061,minus,33
507171,minus,1
507270,minus,2
507947,plus,1
507960,minus,1
508158,minus,4
508335,plus,8
508445,plus,7
508474,plus,4
508494,minus,5
508556,plus,26
508564,minus,5
508785,plus,3
509391,minus,9
509473,minus,1
509497,minus,3
509808,plus,10
510041,minus,3
510423,minus,15
510483,plus,16
510488,minus,2
510549,minus,2
510655,minus,2
510693,plus,1
512339,plus,5
512658,minus,4
513300,plus,6
513406,plus,1
513807,minus,1
513817,minus,1
514690,plus,3
514698,minus,2
514703,minus,9
514775,plus,1
514901,minus,19
515153,plus,5
515372,minus,4
521044,minus,5
521358,minus,3
521363,minus,1
521373,plus,6
521524,plus,15
521644,minus,2
521651,plus,5
521705,plus,1
521785,minus,249
521874,minus,64
521938,plus,23
521949,plus,78
521957,minus,18
521962,minus,136
522115,plus,1
522199,minus,2
522310,minus,4
522682,plus,14
522722,plus,13
522774,plus,9
522782,minus,1
522796,minus,3
522884,plus,3
522892,plus,1
522937,minus,1
523401,minus,3
523432,plus,4
523457,minus,2
523549,minus,3
523607,minus,2
523612,minus,5
523621,plus,3
523700,plus,5
523802,plus,71
523883,minus,1
523932,minus,5
523941,plus,13
524078,minus,5
524158,minus,1
524179,plus,4
524276,plus,4
524296,plus,5
524329,plus,35
524334,minus,2
524387,plus,6
524437,plus,6
524546,minus,2
524648,plus,4
524656,minus,7
524792,plus,58
524795,minus,63
524814,minus,2
524883,plus,28
525138,minus,4
525211,plus,1
525443,minus,15
526500,minus,3
526633,minus,5
526820,minus,6
526909,minus,7
526952,plus,1
526960,minus,5
527087,plus,8
527189,minus,1
527217,plus,49
527274,minus,65
527302,minus,78
527331,plus,25
527460,plus,5
527484,minus,25
527515,plus,1
527523,minus,44
527536,plus,3
527600,minus,7
527988,minus,1
528007,plus,3
528015,minus,3
528083,plus,22
528091,minus,2
528125,plus,1
528146,minus,4
528177,minus,114
528231,plus,7
528239,minus,249
528316,plus,3
528318,minus,33
528357,plus,1
528473,minus,5
528564,plus,88
528645,plus,19
529912,minus,2
530301,minus,47
530343,minus,1
530363,minus,5
530523,minus,128
530875,minus,6
531556,minus,41
531579,minus,20
531644,minus,20
531694,minus,2
531746,minus,63
532059,minus,7
532089,plus,135
532116,plus,3
532205,plus,2
532230,plus,31
532600,plus,3
532852,minus,42
532875,minus,46
532885,minus,21
533127,minus,2
535008,plus,5
535046,plus,13
535054,minus,3
535068,minus,2
535131,plus,6
535144,minus,19
535178,plus,68
535194,plus,1
535198,minus,4
535202,plus,5
535207,plus,1
535210,minus,1
535222,plus,25
535226,plus,4
535257,plus,3
535359,minus,4
535413,minus,3
535484,plus,5
535497,plus,29
535505,minus,65
535507,plus,6
535529,minus,17
536006,minus,7
536034,plus,1
536066,plus,34
536097,plus,17
536139,plus,12
536146,plus,8
536154,plus,1
536429,minus,4
536588,minus,59
536594,minus,61
536609,minus,1
536978,plus,1
537046,plus,1
537217,plus,1
537225,minus,4
537260,plus,8
537460,minus,14
537504,plus,3
537529,plus,1
537537,minus,3
537595,minus,3
537631,minus,2
537906,minus,1
538190,minus,110
538356,minus,6
539782,plus,15
539803,plus,24
539811,minus,1
539838,plus,19
539880,minus,13
539983,minus,2
540028,minus,8
540039,plus,3
540154,plus,4
540235,plus,1
540635,minus,3
540666,minus,6
540671,minus,30
540784,minus,12
540830,minus,5
540915,minus,10
540960,minus,10
540993,minus,127
541032,plus,46
541053,minus,2
541081,plus,41
541089,minus,2
541121,plus,26
541133,plus,34
541140,plus,32
541152,minus,13
541183,plus,36
541199,minus,7
541208,plus,4
541327,plus,4
541335,minus,10
541349,minus,1
541361,minus,28
541369,minus,8
541373,plus,17
541375,plus,2
541388,minus,202
541396,plus,1
541407,minus,181
541424,minus,1
541437,plus,1
541462,plus,75
541496,plus,3
541579,plus,2
541625,plus,18
541634,plus,35
541798,plus,38
541810,plus,27
541991,minus,20
541992,plus,33
541999,minus,7
542143,minus,13
542220,minus,2
542334,plus,2
542486,minus,5
542568,minus,3
542574,minus,1
542587,plus,14
542643,minus,15
542649,minus,63
542689,plus,48
542726,plus,9
542747,minus,64
542758,minus,9
542773,plus,1
544017,minus,78
544305,minus,4
544454,minus,34
544684,minus,2
544991,minus,12
545152,plus,5
545166,plus,1
545181,minus,3
545434,plus,27
545444,plus,2
545447,plus,16
545582,plus,9
545660,plus,4
545678,minus,5
545729,plus,23
546049,plus,1
547512,plus,1
547619,minus,42
547691,minus,39
547701,minus,31
547760,minus,1
547804,minus,1
547807,minus,185
547831,minus,57
547859,minus,4
547905,plus,1
547929,minus,23
547934,minus,183
547947,minus,1
547964,minus,4
547965,minus,34
547984,plus,77
548133,plus,6
548349,plus,1
548456,minus,47
548591,plus,65
548645,plus,2
548658,plus,3
548681,plus,1
548720,plus,33
548762,plus,12
548775,plus,4
548824,plus,1
548887,plus,1
549019,plus,2
549068,minus,4
549102,plus,1
549103,plus,2
549111,minus,2
549120,plus,2
549205,plus,3
549385,minus,2
549644,plus,4
549840,plus,2
550072,minus,3
550219,minus,1
550840,minus,1
551018,minus,1
551493,minus,3
551500,minus,2
551527,plus,2
551586,plus,21
551639,minus,4
551688,plus,1
551938,minus,7
552132,minus,1
552190,minus,3
552260,minus,14
552272,plus,3
552277,plus,3
552325,minus,6
552366,minus,51
552377,minus,159
552384,minus,67
552391,minus,322
552393,plus,6
552401,minus,49
552448,plus,8
552468,minus,56
552497,plus,2
552505,minus,228
552570,minus,588
552599,plus,1
552607,minus,57
552617,minus,1
552630,minus,23
552667,minus,10
552677,minus,2
552709,minus,3
552714,plus,2
552722,minus,3
552821,minus,71
552873,plus,3
552881,minus,1
552892,minus,12
552895,plus,1
552919,plus,12
552925,minus,1
552971,minus,1
552971,plus,3
553093,plus,7
553165,minus,2
553265,plus,95
553536,minus,13
553558,plus,2
553690,minus,2
553756,plus,9
553806,plus,1
553823,plus,1
553827,minus,25
553884,plus,9
553899,plus,1
554128,minus,1
554138,minus,1
554270,minus,1
554314,minus,2
554966,plus,12
555120,minus,2
555138,minus,47
555182,plus,1
555249,minus,2
555542,plus,37
555687,plus,2
555751,minus,5
555816,plus,24
555835,plus,21
555851,plus,2
555921,plus,17
556019,plus,3
556208,minus,1
556413,minus,17
556464,plus,1
556494,plus,60
557625,minus,1
557718,minus,2
558588,plus,1
558638,plus,13
558769,plus,26
559023,plus,1
559031,minus,3
559052,minus,2
559145,minus,5
559159,minus,4
559169,minus,2
559170,minus,22
559237,minus,23
559308,minus,17
559343,minus,74
559366,minus,12
559388,minus,3
559575,minus,2
559674,minus,6
559711,minus,5
559887,plus,2334
559916,minus,1
559927,plus,138
560057,minus,19
560079,minus,28
560108,minus,8
560124,plus,8
560156,minus,14
560191,minus,1
560215,minus,34
560232,plus,7
560240,minus,19
560658,plus,22
560680,plus,5
560770,plus,18
560792,plus,4
560827,minus,2
560861,minus,21
560944,plus,72
561006,plus,1
561050,plus,8
561059,plus,1
561869,plus,9
561893,plus,1
561991,minus,1
562310,minus,1
562335,plus,2
562338,minus,1
562357,plus,2
562491,plus,13
562598,minus,10
562689,plus,10
562764,minus,12
562780,minus,31
562906,minus,113
562917,minus,2671
562953,minus,7
563036,minus,18
563094,minus,3
563188,plus,14
563255,plus,48
563262,plus,14
563310,plus,23
563333,plus,4
563341,minus,1
563344,plus,4
563486,plus,21
563503,minus,16
563828,plus,9
563835,minus,8
563912,plus,37
563925,plus,1
564022,plus,15
564026,plus,158
564053,plus,8
564158,plus,10
564168,plus,3
564208,plus,2
564586,plus,1
564622,plus,42
565963,minus,4
566393,minus,3
566556,minus,29
566646,plus,19
566648,plus,1
566785,minus,3
566825,plus,21
566986,minus,3
567006,minus,4
567064,plus,24
567185,minus,5
567219,minus,1
567233,minus,3
567264,plus,33
567364,minus,44
567399,minus,11
567629,minus,10
567810,plus,15
567827,plus,135
567956,plus,1
568081,minus,42
568082,minus,1
568263,plus,5
568334,minus,1
568367,minus,34
568422,minus,21
568747,plus,1
568841,plus,1
568928,minus,1
569050,minus,44
569053,plus,11
569061,minus,1
569088,minus,20
569248,minus,2
569425,minus,4
569463,minus,13
569606,plus,1
569682,minus,4
569687,minus,2
569689,plus,4
569702,minus,42
570021,plus,2
570167,plus,5
570238,plus,99
570253,minus,11
570309,plus,6
570324,minus,7
570351,plus,121
570353,minus,2
570378,minus,98
570386,plus,18
570389,minus,31
570394,minus,1
570409,minus,18
570436,plus,3
570480,plus,23
570612,plus,5
570627,plus,1
570647,plus,1
570660,minus,8
570665,minus,1
570666,plus,14
570852,minus,11
570930,minus,12
570976,minus,21
571134,minus,41
571207,plus,5
571224,minus,1
571262,minus,7
571273,minus,7
571273,plus,35
571276,plus,1
571316,plus,9
571337,plus,88
571343,plus,17
571351,minus,14
571364,minus,3
571365,plus,2
571376,plus,21
571377,plus,182
571378,minus,9
571385,minus,3
571386,plus,35
571472,minus,11
571497,minus,2
571596,plus,24
571611,minus,9
571621,minus,31
571672,plus,11
571675,minus,16
571701,plus,1
571721,minus,5
571722,plus,19
571726,minus,9
571739,plus,238
571741,minus,5
571767,plus,91
571769,minus,3
571805,plus,117
571842,plus,150
571859,plus,115
571869,plus,8
571914,minus,5
571925,minus,2
571940,minus,6
571951,plus,40
571957,minus,4
571967,minus,103
571984,plus,30
571992,minus,2
571999,plus,144
572007,minus,47
572008,plus,1
572009,plus,175
572010,plus,56
572017,minus,57
572022,minus,1
572046,plus,6
572057,minus,70
572070,minus,59
572072,plus,34
572079,plus,18
572103,plus,16
572111,minus,490
572113,plus,84
572127,plus,84
572129,plus,18
572135,minus,296
572140,minus,13
572141,plus,10
572147,minus,78
572158,plus,6
572189,plus,18
572190,minus,312
572197,minus,94
572199,plus,1
572207,minus,554
572239,minus,368
572244,minus,250
572260,minus,893
572262,minus,686
572265,plus,35
572267,plus,4
572273,minus,587
572275,minus,1217
572277,plus,107
572291,minus,108
572306,minus,244
572312,plus,24
572328,minus,72
572335,plus,142
572340,plus,6
572343,minus,203
572360,minus,14
572368,plus,20
572377,minus,9
572402,minus,43
572423,minus,58
572430,plus,43
572447,minus,40
572448,minus,55
572458,plus,9
572459,minus,8
572484,plus,13
572488,minus,10
572488,plus,39
572492,minus,46
572494,plus,27
572497,minus,79
572502,minus,78
572505,minus,1
572530,plus,2
572537,minus,2
572542,plus,26
572545,minus,138
572550,minus,524
572599,plus,7
572611,plus,36
572613,plus,17
572622,plus,2
572623,plus,9
572630,minus,5
572631,minus,16
572632,minus,8
572634,plus,5
572636,minus,29
572642,minus,14
572656,plus,2
572664,minus,6
572667,plus,8
572672,plus,32
572675,minus,5
572717,plus,16
572723,minus,1
572748,plus,28
572756,minus,30
572769,minus,18
572782,minus,1
572784,plus,4
572792,minus,20
572804,minus,6
572809,plus,28
572841,minus,1
572856,minus,1
572890,minus,1
572916,minus,3
572928,plus,19
572936,minus,18
572938,plus,7
573004,minus,2
573005,plus,18
573010,plus,6
573020,plus,3
573028,minus,9
573035,minus,6
573040,minus,20
573040,plus,3
573048,minus,18
573081,plus,3
573085,plus,23
573089,minus,2
573093,minus,23
573104,plus,10
573107,plus,17
573111,minus,9
573112,plus,61
573117,plus,1
573120,minus,5
573140,minus,13
573183,plus,15
573186,minus,2
573213,minus,1
573216,plus,188
573219,minus,1
573224,minus,53
573236,minus,11
573248,plus,9
573249,plus,1
573257,minus,17
573261,plus,85
573267,plus,3
573269,minus,9
573275,minus,2
573284,minus,54
573285,plus,3
573290,plus,2
573320,minus,25
573356,minus,3
573358,plus,141
573366,minus,425
573378,plus,2
573382,plus,106
573395,minus,16
573421,minus,7
573428,plus,30
573449,plus,24
573457,minus,4
573471,plus,129
573476,plus,4
573479,minus,53
573525,minus,12
573554,plus,33
573562,minus,14
573563,plus,21
573566,minus,1
573589,minus,2
573610,plus,6
573619,minus,8
573622,plus,16
573623,minus,5
573624,minus,15
573630,minus,7
573636,plus,23
573639,minus,4
573641,plus,167
573651,minus,1
573663,plus,78
573687,plus,129
573702,minus,1
573717,plus,21
573718,minus,1
573721,plus,7
573744,minus,4
573747,plus,19
573758,minus,17
573761,plus,98
573769,minus,22
573770,minus,9
573770,plus,11
573788,minus,4
573791,plus,19
573800,minus,17
573821,plus,3
573824,minus,28
573825,plus,24
573837,plus,36
573842,plus,24
573843,minus,2
573847,plus,37
573862,plus,20
573884,plus,2
573885,plus,1510
573889,plus,258
573890,plus,979
573892,plus,767
573893,minus,19
573903,plus,115
573948,plus,57
573965,plus,223
573988,plus,52
573992,plus,8
573993,plus,509
574004,plus,135
574012,minus,2
574026,plus,852
574031,plus,301
574033,plus,449
574036,plus,231
574040,plus,65
574046,minus,8
574077,plus,55
574084,minus,3
574085,minus,2
574092,minus,2
574094,plus,13
574096,minus,9
574109,plus,34
574111,plus,44
574117,minus,4
574123,plus,43
574147,plus,48
574206,plus,38
574233,plus,4
574250,plus,87
574266,plus,121
574268,plus,15
574276,plus,13
574284,minus,3
574298,plus,141
574306,minus,2
574308,plus,1
574349,plus,1
574356,plus,22
574386,plus,3
574412,minus,1
574425,plus,22
574433,minus,7
574435,plus,8
574440,plus,24
574443,minus,5
574479,plus,2
574482,minus,1
574508,plus,2
574512,plus,2
574520,plus,16
574538,plus,53
574547,plus,7
574567,plus,30
574570,minus,5
574583,plus,43
574587,plus,30
574664,plus,29
574676,plus,82
574680,plus,35
574705,plus,13
574713,minus,1
574724,plus,11
574742,minus,1
574752,minus,3
574766,plus,101
574767,plus,24
574771,plus,27
574774,minus,38
574775,minus,7
574779,minus,2
574834,plus,2
574863,plus,209
574868,plus,111
574884,minus,5
574915,minus,6
574918,minus,1
574919,plus,256
574970,plus,1
574976,plus,219
574978,minus,6
575021,plus,141
575022,plus,63
575026,minus,6
575059,plus,79
575066,plus,62
575067,minus,6
575084,minus,16
575096,plus,66
575104,plus,58
575117,minus,15
575163,minus,31
575171,plus,107
575173,plus,8
575181,minus,1
575232,plus,44
575233,plus,2
575237,plus,154
575245,minus,1
575250,plus,25
575260,plus,4
575278,minus,7
575282,plus,13
575292,plus,347
575296,plus,278
575299,minus,2
575300,minus,1
575304,minus,26
575306,plus,1
575323,minus,10
575339,plus,232
575341,plus,658
575343,plus,1
575349,minus,6
575351,plus,702
575353,plus,115
575359,minus,98
575361,minus,41
575386,plus,121
575397,plus,4
575426,minus,28
575447,plus,37
575478,minus,1
575489,minus,75
575493,plus,40
575501,plus,19
575509,minus,12
575523,minus,15
575527,plus,49
575535,minus,3
575537,plus,139
575545,minus,5
575561,plus,5
575566,plus,16
575594,plus,15
575607,plus,84
575630,plus,259
575632,plus,17
575638,minus,96
575643,minus,1
575645,plus,29
575655,plus,26
575656,plus,47
575670,plus,11
575681,plus,65
575687,plus,28
575689,minus,11
575695,minus,32
575729,plus,12
575731,plus,19
575738,plus,20
575746,minus,43
575769,plus,2
575775,minus,44
575779,plus,10
575787,minus,47
575791,minus,3
575845,plus,65
575847,plus,73
575853,minus,6
575868,plus,7
575893,plus,4
575894,minus,12
575906,plus,15
575911,plus,126
575912,plus,7
575913,plus,8
575916,plus,77
575919,minus,33
575926,plus,1
575945,minus,46
575965,plus,146
575986,plus,64
576028,plus,15
576036,minus,5
576043,plus,6
576046,minus,4
576055,plus,80
576098,plus,21
576130,plus,3
576141,plus,9
576142,plus,24
576152,plus,18
576168,plus,7
576217,minus,10
576220,minus,24
576259,minus,43
576296,plus,3
576305,minus,7
576329,plus,8
576349,minus,3
576365,minus,4
576380,minus,56
576422,plus,10
576455,plus,125
576460,plus,283
576482,minus,10
576496,minus,4
576507,plus,262
576621,plus,253
576638,plus,197
576639,plus,110
576644,minus,1
576646,minus,449
576652,minus,24
576681,plus,72
576689,minus,814
576721,minus,18
576755,minus,1
576763,minus,6
576778,plus,20
576805,plus,1
576839,minus,3
576912,plus,3
576942,plus,2
576950,minus,389
576952,plus,1
576968,plus,1
576976,minus,11
576978,plus,12
576986,minus,6
576989,plus,5
577042,plus,4
577044,plus,10
577052,minus,19
577073,plus,45
577080,plus,2
577083,plus,24
577118,minus,40
577133,minus,37
577136,plus,1
577144,minus,18
577148,plus,15
577155,minus,17
577156,minus,13
577171,minus,38
577172,minus,10
577184,minus,6
577196,minus,19
577203,minus,3
577221,plus,5
577229,minus,6
577235,minus,63
577239,plus,1
577257,minus,10
577281,plus,90
577311,plus,170
577314,minus,11
577319,minus,31
577335,plus,32
577341,plus,44
577386,plus,11
577387,minus,3
577519,plus,4
577537,plus,26
577540,minus,2
577542,plus,1
577545,minus,5
577547,plus,24
