Insertion,Orientation,Frequency
1577377,plus,92
1577378,plus,280
1577393,plus,92
1577403,plus,77
1577433,minus,6
1577443,minus,5
1577492,minus,3
1577509,plus,8
1577553,minus,2
1577556,plus,13
1577596,minus,5
1577646,plus,2
1577664,plus,4
1577724,minus,1
1577823,minus,1
1577830,plus,1
1577887,minus,3
1577918,plus,3
1577943,plus,1
1577979,plus,1
1577982,minus,1
1577991,plus,2
1577999,minus,4
1578015,plus,3
1578017,plus,3
1578149,plus,6
1578219,plus,7
1578230,plus,3
1578293,minus,151
1578358,plus,4
1578371,minus,1
1578416,plus,2
1578437,plus,19
1578482,plus,11
1578621,plus,19
1578622,plus,2
1578680,minus,1
1578684,minus,1
1578824,minus,1
1578952,plus,1
1578965,minus,18
1578983,minus,1
1578990,plus,6
1579016,minus,16
1579150,minus,5
1579184,plus,5
1579219,plus,7
1579295,plus,2
1579522,plus,2
1579655,plus,1
1579694,minus,44
1579719,minus,49
1579782,minus,5
1579874,minus,7
1580050,plus,2
1580387,plus,2
1580409,minus,1
1580431,plus,1
1580533,plus,3
1581296,plus,6
1581622,minus,2
1581719,minus,14
1581791,minus,1
1581834,plus,19
1582371,minus,1
1582391,plus,1
1582719,plus,11
1582878,plus,5
1582883,plus,9
1583295,plus,1
1583365,plus,51
1583457,plus,1
1583539,minus,3
1583754,minus,1
1583803,plus,4
1583811,minus,17
1583869,minus,1
1583881,minus,1
1583892,minus,6
1583927,minus,30
1583929,minus,20
1583967,plus,15
1584061,plus,12
1584284,plus,1
1584514,minus,2
1584539,minus,3
1584544,minus,10
1584568,minus,14
1584673,minus,5
1584730,plus,13
1585347,minus,12
1585455,plus,51
1585773,minus,1
1585778,minus,9
1585781,plus,2
1585788,minus,6
1585837,plus,10
1585845,minus,1
1586709,minus,1
1586724,minus,5
1586865,minus,1
1586955,minus,15
1586960,minus,2
1587122,plus,1
1587412,minus,8
1587426,minus,17
1587461,minus,108
1587473,minus,30
1587526,minus,130
1587535,plus,60
1587543,minus,178
1587599,minus,627
1587630,minus,384
1587870,minus,8
1587876,minus,4
1588043,minus,1
1588158,plus,20
1588235,minus,1
1588504,plus,3
1588512,minus,12
1589283,plus,10
1589619,minus,6
1589693,plus,27
1589772,minus,15
1589850,minus,6
1589952,minus,12
1590015,minus,65
1590162,minus,7
1590184,minus,4
1590233,plus,4
1590288,minus,1
1590410,minus,249
1590415,minus,99
1590442,minus,32
1590619,minus,10
1590631,minus,1
1590643,minus,2
1590687,minus,2
1590729,plus,2
1590865,plus,40
1590977,plus,9
1591028,minus,6
1591034,plus,2
1591073,plus,1
1591109,minus,2
1591168,plus,433
1591179,plus,29
1591201,plus,288
1591202,plus,3
1591208,plus,2
1591209,minus,2
1591226,minus,11
1591228,plus,107
1591240,plus,24
1591317,minus,4
1591319,plus,1
1591327,minus,1
1591329,plus,17
1591337,minus,2
1591422,plus,152
1591430,minus,3
1591537,minus,20
1591557,plus,9
1591563,minus,15
1591572,plus,3
1591585,plus,2
1591610,minus,8
1591611,minus,25
1591628,plus,49
1591710,plus,37
1591722,plus,2
1591723,plus,83
1591807,plus,27
1591815,minus,10
1591843,plus,17
1591923,plus,11
1591931,minus,7
1592012,minus,4
1592023,minus,3
1592024,plus,33
1592032,minus,5
1592118,plus,4
1592120,minus,13
1592143,minus,24
1592147,plus,27
1592174,plus,7
1592182,minus,145
1592188,plus,8
1592193,plus,21
1592219,plus,7
1592288,minus,2
1592325,plus,6
1592340,minus,2
1592370,plus,3
1592393,plus,4
1592403,plus,18
1592426,minus,8
1592435,plus,43
1592436,minus,12
1592489,plus,6
1592535,plus,1
1592543,minus,1
1592545,minus,3
1592700,minus,1
1592758,plus,14
1592765,minus,6
1592779,minus,2
1592831,minus,10
1592832,plus,31
1592849,plus,70
1592879,plus,36
1592991,plus,1
1593019,plus,38
1593111,plus,46
1593119,minus,2
1593146,plus,53
1593154,minus,2
1593183,plus,11
1593191,minus,1
1593202,plus,12
1593297,plus,1
1593331,plus,219
1593344,minus,1
1593411,plus,5
1593505,plus,13
1593507,plus,8
1593515,minus,6
1593552,plus,1
1593566,plus,2
1593576,plus,5
1593584,minus,7
1593603,plus,35
1593611,minus,9
1593612,plus,6
1593661,plus,5
1593667,plus,22
1593692,plus,3
1593699,plus,5
1593722,plus,15
1593759,plus,32
1593800,plus,134
1593834,plus,69
1594106,minus,39
1594150,minus,74
1594155,minus,2
1594366,minus,16
1594489,minus,7
1594502,plus,25
1594622,plus,9
1594659,plus,4
1594755,plus,33
1594921,plus,34
1594930,plus,18
1594947,plus,19
1594960,plus,8
1595423,minus,1
1595437,minus,2
1595539,minus,5
1595598,minus,12
1595646,plus,4
1595990,plus,2
1595997,plus,24
1596115,plus,1
1596179,plus,15
1596273,plus,12
1596343,plus,1
1596351,minus,35
1596543,minus,7
1596663,plus,1
1596676,minus,2
1596695,minus,5
1596772,plus,3
1596794,minus,1
1597099,plus,2
1597101,plus,28
1597107,minus,40
1597125,minus,28
1597141,plus,44
1597146,plus,15
1597149,minus,3
1597188,plus,6
1597207,plus,2
1597249,plus,2
1597281,plus,29
1597289,minus,7
1597341,plus,1
1597359,plus,6
1597361,plus,5
1597881,minus,57
1598087,minus,29
1598105,plus,31
1598128,plus,33
1598136,minus,2
1598138,minus,27
1598148,plus,19
1598155,plus,7
1598196,minus,3
1598204,plus,3
1598235,plus,8
1598313,plus,3
1598494,plus,24
1598502,minus,7
1598572,plus,20
1598676,plus,1
1598835,plus,25
1598839,plus,6
1598845,minus,12
1598846,minus,66
1598871,plus,1
1598930,minus,79
1598941,minus,111
1598951,minus,1
1598953,plus,2
1599053,minus,27
1599063,minus,8
1599699,plus,3
1599704,plus,7
1599735,minus,3
1599752,minus,3
1599800,plus,14
1599889,plus,2
1599904,minus,1
1599984,plus,2
1600200,minus,6
1600297,minus,4
1600816,minus,15
1600827,minus,22
1600871,minus,3
1600893,minus,16
1600919,plus,5
1600991,plus,17
1601001,plus,9
1601006,plus,15
1601037,plus,13
1601082,minus,3
1601131,plus,7
1601159,minus,1
1601252,plus,8
1601260,minus,2
1601598,plus,28
1601690,plus,1
1603517,plus,10
1605308,plus,1
1605317,minus,4
1605357,minus,49
1605421,plus,2
1605486,minus,1
1605518,plus,3
1605612,minus,1
1605664,plus,1
1605725,plus,7
1605793,plus,5
1605815,plus,1
1605953,plus,14
1606101,minus,5
1606534,plus,2
1607546,minus,14
1607584,minus,20
1608000,plus,18
1608574,plus,1
1608665,plus,72
1608751,plus,1
1608898,minus,1
1608941,minus,4
1609249,plus,11
1609318,minus,1
1609325,minus,3
1609473,minus,20
1609512,minus,368
1609527,minus,36
1609602,minus,29
1609639,minus,71
1609743,minus,5
1609745,minus,32
1609753,minus,13
1609775,minus,1
1609816,minus,11
1609867,plus,8
1609917,minus,18
1609987,minus,40
1609992,minus,2
1610023,plus,29
1610031,minus,10
1610150,plus,3
1610158,minus,6
1610193,minus,4
1610300,plus,17
1610308,minus,11
1610346,plus,4
1610347,plus,6
1610396,plus,2
1610401,plus,5
1610722,minus,1
1610920,minus,26
1611508,plus,1
1611584,plus,59
1611727,minus,1
1611737,plus,21
1611745,minus,41
1612053,minus,8
1612086,minus,20
1612131,minus,11
1612148,minus,81
1613314,plus,4
1613786,minus,26
1614369,minus,14
1614384,minus,3
1614426,minus,1
1614587,plus,1
1614946,plus,18
1615134,minus,9
1616847,minus,1
1616895,plus,10
1616914,plus,12
1617181,minus,4
1617214,minus,23
1617238,plus,1
1617254,minus,15
1617424,minus,6
1617498,plus,1
1617851,minus,1
1618015,minus,14
1618036,plus,1
1618070,minus,4
1618121,plus,1
1618139,minus,1
1618307,minus,9
1618341,minus,9
1618482,plus,32
1618501,plus,58
1618628,plus,4
1618650,plus,16
1618655,plus,6
1618658,minus,3
1618868,plus,1
1619014,minus,1
1619108,plus,35
1619115,plus,4
1619221,minus,2
1619282,plus,17
1619340,minus,7
1619448,plus,1
1619623,minus,22
1619761,minus,2
1620101,plus,2
1620543,minus,2
1620666,minus,22
1620786,minus,3
1620979,minus,2
1621188,plus,2
1621245,minus,7
1621268,plus,6
1621330,plus,1
1621579,minus,1
1621591,minus,1
1621632,minus,11
1621651,minus,15
1621656,minus,14
1621730,minus,6
1621851,minus,4
1621886,plus,3
1621906,minus,35
1622064,minus,4
1622066,plus,12
1622088,plus,10
1622180,minus,8
1622216,plus,1
1622254,plus,2
1622397,plus,3
1622400,plus,3
1622462,plus,3
1622470,minus,1
1622482,plus,50
1622602,minus,3
1622624,plus,85
1622662,plus,75
1622664,plus,212
1622678,plus,19
1622688,plus,34
1622746,plus,13
1622991,plus,18
1623001,plus,8
1623035,minus,6
1623227,minus,1
1623336,minus,5
1623553,plus,10
1623579,plus,45
1623616,minus,1
1623635,minus,14
1623782,minus,21
1623853,minus,47
1623875,plus,74
1623889,minus,14
1623899,minus,5
1623933,plus,7
1624018,plus,7
1624037,minus,7
1624067,plus,7
1624096,plus,13
1624208,plus,15
1624255,minus,5
1624334,minus,46
1625913,minus,4
1625939,plus,12
1626087,plus,69
1626194,minus,2
1626298,plus,3
1626427,minus,1
1626521,plus,1
1626529,minus,28
1626534,plus,1
1626596,plus,6
1626868,minus,1
1626924,minus,135
1626931,plus,2
1627099,minus,36
1627157,minus,158
1627193,minus,53
1627199,minus,231
1627285,plus,12
1627318,plus,6
1627363,plus,1
1627380,plus,29
1627410,plus,6
1627477,plus,2
1627485,minus,2
1627505,minus,16
1627530,minus,12
1627575,plus,3
1627599,minus,5
1627675,minus,1
1627745,minus,10
1627771,plus,4
1627939,plus,5
1628016,plus,2
1628124,plus,68
1628130,minus,2
1628132,minus,10
1628186,minus,27
1628201,minus,1
1628268,plus,1
1628294,minus,1
1628299,minus,1
1628445,plus,13
1628446,minus,20
1628456,plus,6
1628468,minus,1
1628709,plus,14
1629119,plus,3
1629132,minus,9
1629200,minus,4
1629544,minus,15
1629591,minus,39
1629650,plus,58
1629758,plus,3
1630013,minus,1
1630136,plus,3
1630443,plus,5
1630456,minus,1
1630473,minus,12
1630503,minus,1
1630616,plus,1
1630754,plus,14
1630797,plus,3
1630955,minus,6
1630956,plus,18
1631081,plus,3
1631089,minus,1
1631090,minus,2
1631182,minus,2
1631236,minus,3
1631243,plus,6
1631340,plus,1
1631348,minus,2
1631493,plus,39
1631547,plus,11
1631604,plus,59
1631618,plus,53
1631633,plus,1
1632191,minus,1
1632376,minus,5
1632420,plus,2
1632434,minus,6
1632508,plus,1
1632882,plus,3
1632901,minus,1
1633056,plus,13
1633602,plus,1
1633913,plus,32
1633932,minus,3
1634040,plus,17
1634113,plus,9
1634192,plus,4
1634212,plus,1
1634244,minus,55
1634270,plus,1
1634287,minus,12
1634292,minus,3
1634315,minus,78
1634337,minus,8
1634409,minus,52
1634486,minus,103
1634494,plus,56
1634529,minus,11
1634610,plus,48
1634631,plus,16
1634636,plus,6
1634637,plus,21
1634644,minus,4
1634645,minus,107
1634658,minus,2
1634689,minus,2
1634693,plus,21
1634825,minus,2
1634900,minus,135
1634946,plus,9
1635013,plus,3
1635035,minus,4
1635206,plus,132
1635251,plus,60
1635258,plus,27
1635351,plus,20
1635394,plus,4
1635402,minus,31
1636113,minus,10
1636158,minus,3
1636630,minus,7
1636709,minus,1
1636748,plus,11
1636751,minus,1
1636801,minus,4
1636832,plus,1
1636865,plus,3
1636897,plus,8
1636949,minus,27
1636956,plus,6
1636964,minus,122
1636970,minus,64
1637111,minus,2
1637130,minus,6
1637143,minus,19
1637168,minus,1
1637299,plus,1
1637342,plus,1
1637409,minus,4
1637457,minus,2
1637467,minus,2
1637595,minus,1
1637677,minus,1
1637744,plus,25
1637894,plus,1
1638056,plus,3
1638447,minus,2
1638989,plus,1
1639056,minus,4
1639091,minus,39
1639125,minus,16
1639360,plus,8
1639496,plus,2
1639509,minus,1
1639624,plus,3
1639713,minus,35
1640508,minus,1
1640834,plus,3
1640866,plus,1
1640868,plus,12
1640947,plus,9
1640991,plus,6
1641110,plus,3
1641113,minus,2
1641120,minus,3
1641153,plus,14
1641177,plus,9
1641196,minus,2
1641213,plus,5
1641225,plus,10
1641232,plus,5
1641269,plus,4
1641295,plus,4
1641731,plus,362
1641772,plus,49
1641777,plus,3
1641802,plus,1
1641816,plus,47
1641840,plus,9
1641852,plus,41
1642306,minus,17
1642324,plus,6
1642458,plus,3
1642599,plus,1
1642607,minus,1
1642737,minus,15
1642815,plus,1
1643171,plus,1
1643183,plus,9
1643184,plus,1
1643308,plus,1
1643317,minus,41
1643349,minus,39
1643389,plus,3
1643405,minus,1
1643415,minus,3
1643435,plus,3
1643446,plus,1
1643477,minus,28
1643482,plus,6
1643520,plus,1
1643528,minus,4
1643582,minus,5
1643617,plus,6
1643643,minus,73
1643693,plus,21
1643709,minus,104
1643736,plus,6
1643813,plus,14
1643850,plus,1
1643883,plus,3
1643939,plus,3
1643958,plus,1
1644028,plus,1
1644193,plus,35
1644201,minus,1
1644714,plus,2
1645111,minus,18
1645152,minus,6
1645190,minus,1
1645325,plus,4
1645352,minus,1
1646287,minus,9
1646341,plus,1
1646356,plus,4
1646437,minus,24
1646470,minus,8
1646490,minus,17
1646513,plus,1
1646550,plus,2
1646561,plus,2
1646712,plus,4
1646894,plus,7
1647070,plus,6
1647114,plus,4
1647134,plus,2
1647374,plus,4
1647440,minus,6
1647633,minus,2
1648385,minus,1
1648419,minus,1
1648477,minus,1
1648487,minus,1
1648732,plus,6
1648759,plus,18
1648854,minus,7
1648869,minus,1
1648892,minus,2
1648936,minus,2
1648987,minus,4
1649012,minus,1
1649073,minus,2
1649103,minus,6
1649243,plus,4
1649279,plus,5
1649352,minus,17
1649391,plus,5
1649507,minus,57
1649586,plus,1
1649610,plus,11
1649699,plus,99
1649706,plus,50
1649841,plus,11
1650127,minus,1
1650160,plus,3
1650195,minus,38
1650259,minus,18
1650284,minus,52
1650286,minus,3
1650337,minus,4
1650378,plus,26
1650401,minus,121
1650411,minus,70
1650420,minus,47
1650427,plus,9
1650435,minus,130
1650466,minus,162
1650493,plus,8
1650521,minus,1
1650584,plus,13
1650651,minus,2
1650697,plus,4
1650743,plus,2
1650751,minus,3
1650808,minus,16
1650833,plus,1
1650917,plus,2
1650971,plus,26
1651397,minus,95
1651512,minus,112
1651588,minus,1
1651603,minus,4
1651665,minus,18
1651675,minus,2
1651811,minus,22
1651844,minus,8
1651864,minus,43
1651870,minus,45
1651922,minus,1
1652062,plus,3
1652161,minus,16
1652221,minus,2
1653497,plus,12
1654298,minus,35
1654385,minus,33
1654428,plus,8
1654480,minus,1
1654528,minus,8
1654573,plus,18
1654581,minus,1
1654656,plus,4
1654883,plus,5
1654894,plus,8
1654951,plus,2
1655055,minus,18
1655081,minus,22
1655102,minus,8
1655363,minus,4
1655446,plus,39
1655626,plus,59
1655694,plus,2
1655846,plus,2
1656033,plus,1
1656038,plus,11
1656115,minus,1
1656297,plus,2
1656658,minus,1
1656677,minus,1
1656791,minus,13
1656802,plus,4
1657228,plus,13
1657302,plus,1
1657311,plus,1
1657370,plus,3
1657379,minus,44
1657579,minus,4
1657633,plus,5
1657670,minus,4
1657688,plus,2
1657694,plus,2
1657746,plus,6
1657815,minus,10
1657823,plus,2
1657826,minus,4
1657831,minus,2
1657904,minus,4
1657913,plus,36
1657921,minus,29
1657930,minus,2
1657951,minus,14
1657997,plus,4
1657998,minus,27
1658113,minus,15
1658125,plus,2
1658209,minus,6
1658243,minus,27
1658274,minus,3
1658295,minus,28
1658306,minus,2
1658358,plus,1
1658365,plus,8
1658385,plus,21
1658388,plus,58
1658419,minus,4
1658429,plus,89
1658449,minus,51
1658457,plus,5
1658479,minus,12
1658551,plus,9
1658646,plus,6
1658683,plus,15
1658775,minus,6
1658783,plus,4
1658792,minus,2
1658844,minus,8
1658876,minus,12
1658924,minus,2
1658929,plus,25
1658951,minus,15
1658956,minus,23
1658964,plus,5
1658972,minus,16
1659013,plus,54
1659021,minus,5
1659052,minus,21
1659055,plus,2
1659060,plus,25
1659066,minus,22
1659067,minus,9
1659068,minus,93
1659084,minus,57
1659182,minus,9
1659187,minus,11
1659192,minus,16
1659256,plus,2
1659292,plus,3
1659329,minus,6
1659435,minus,1
1659511,minus,3
1659636,minus,4
1659742,minus,2
1659760,plus,1
1659782,minus,16
1659790,minus,8
1659852,minus,1
1659860,plus,1
1659865,plus,19
1659873,minus,1
1659976,plus,35
1660026,minus,1
1660062,plus,1
1660160,plus,169
1660275,plus,12
1660304,plus,10
1660355,plus,3
1660370,minus,17
1660390,minus,9
1660401,plus,34
1660464,plus,4
1660474,plus,4
1660716,plus,4
1660771,minus,2
1660787,minus,1
1660887,minus,3
1660920,plus,5
1660927,minus,8
1660950,plus,1
1661004,minus,77
1661231,minus,1
1661303,minus,2
1661326,plus,2
1661487,plus,2
1661550,plus,7
1661669,plus,43
1661726,minus,11
1661746,minus,9
1661776,minus,14
1661824,minus,3
1661857,plus,79
1661881,plus,6
1661946,minus,1
1662040,plus,6
1662290,minus,6
1662347,minus,3
1662357,minus,2
1662463,minus,1
1662591,minus,2
1662719,minus,2
1662875,minus,26
1662929,plus,1
1663004,minus,1
1665286,minus,5
1665334,minus,12
1665821,minus,4
1666863,minus,1
1666973,minus,1
1666978,plus,12
1666983,minus,5
1667164,minus,1
1667720,plus,1
1668064,plus,18
1668126,plus,2
1668135,minus,1
1668259,minus,1
1668321,plus,3
1668329,minus,1
1668341,minus,1
1668377,plus,4
1668513,minus,11
1668524,minus,1
1668541,minus,1
1668635,plus,11
1668640,plus,11
1668712,minus,10
1668744,minus,2
1668893,plus,6
1668976,plus,10
1669056,plus,80
1669058,plus,189
1669071,plus,34
1669107,plus,32
1669124,minus,4
1669165,plus,55
1669191,plus,1
1669246,plus,1
1669254,minus,4
1669255,plus,2
1669257,plus,4
1669260,plus,9
1669263,minus,1
1669265,plus,8
1669267,plus,3
1669320,plus,63
1669330,plus,1
1669349,plus,1
1669420,plus,2
1669483,minus,3
1669520,minus,7
1669579,minus,9
1669613,plus,1
1669621,minus,4
1669702,minus,21
1669717,minus,1
1669854,plus,17
1670070,plus,33
1670174,minus,2
1670185,minus,30
1670246,minus,1
1670307,minus,36
1670334,plus,4
1670342,minus,62
1670458,plus,18
1670499,minus,8
1670515,plus,2
1670548,plus,5
1670594,plus,51
1670694,plus,7
1670700,plus,15
1671062,minus,16
1671472,minus,1
1671486,minus,3
1671606,plus,34
1671794,plus,1
1672234,plus,2
1672280,minus,2
1672303,minus,4
1672384,minus,1
1672426,minus,1
1672455,plus,181
1672476,plus,96
1672513,plus,23
1672656,plus,2
1672866,minus,4
1673040,minus,14
1673046,minus,5
1673124,minus,1
1673140,minus,6
1673160,minus,6
1673247,plus,59
1673249,plus,22
1673288,plus,24
1673298,plus,15
1673350,plus,12
1673358,plus,26
1673371,plus,47
1673387,plus,2
1673397,plus,16
1673410,plus,15
1673470,plus,6
1673476,plus,3
1673533,plus,9
1673656,plus,2
1673709,plus,1
1673746,plus,6
1673753,minus,2
1673778,plus,3
1673786,minus,6
1673796,minus,1
1673937,plus,15
1673958,minus,5
1674007,minus,10
1674057,plus,6
1674072,plus,4
1674114,plus,9
1674158,plus,2
1674269,plus,16
1674274,plus,10
1674277,minus,52
1674284,plus,1
1674287,minus,34
1674296,minus,12
1674297,minus,53
1674311,minus,42
1674321,plus,1
1674341,minus,16
1674469,plus,1
1674477,minus,1
1674579,plus,1
1674663,minus,7
1674666,plus,1
1674698,minus,2
1674704,plus,4
1674707,minus,3
1674736,minus,2
1674741,minus,3
1674754,plus,2
1674755,minus,18
1674821,minus,6
1674832,minus,2
1674844,plus,5
1674851,plus,1
1674873,plus,4
1674912,minus,1
1675083,plus,2
1675136,minus,1
1675183,minus,5
1675248,minus,19
1675288,plus,6
1675317,minus,25
1675325,minus,3
1675336,minus,31
1675338,minus,51
1675442,minus,1
1675507,minus,2
1675512,minus,1
1675583,minus,1
1675875,minus,1
1676074,minus,2
1676097,minus,1
1676121,plus,3
1676144,minus,1
1676226,plus,28
1676261,plus,24
1676263,plus,14
1676271,minus,5
1676303,minus,13
1676318,minus,1
1676346,plus,3
1676354,minus,3
1676395,minus,1
1676411,plus,6
1676419,plus,5
1676435,plus,1
1676482,plus,1
1676510,minus,6
1676532,plus,1
1676540,minus,5
1676640,minus,42
1676831,minus,1
1676936,plus,3
1676982,plus,35
1677001,plus,14
1677021,plus,5
1677043,minus,4
1677058,minus,12
1677068,plus,9
1677076,minus,1
1677160,plus,5
1677471,minus,1
1677531,plus,18
1677536,plus,39
1677565,plus,5
1677591,plus,21
1677595,plus,16
1677601,plus,22
1677609,minus,40
1677622,minus,5
1677749,minus,9
1677764,minus,3
1677764,plus,16
1677782,minus,4
1677786,plus,14
1677794,minus,76
1677893,minus,7
1677904,plus,17
1677910,minus,5
1677926,minus,23
1677964,plus,1
1677983,minus,3
1677988,plus,2
1678028,minus,8
1678052,plus,69
1678100,plus,45
1678105,minus,13
1678135,plus,33
1678161,plus,8
1678218,plus,7
1678230,minus,1
1678254,plus,4
1678287,plus,3
1678358,plus,2
1678365,minus,1
1678426,minus,3
1678506,minus,23
1678514,minus,2
1678572,plus,4
1678683,plus,18
1681396,minus,2
1681416,plus,1
1681423,plus,15
1681424,minus,1
1681460,minus,1
1681575,minus,22
1681575,plus,26
1681634,minus,8
1681669,plus,1
1681690,minus,70
1681887,plus,1
1682463,minus,1
1682528,plus,7
1682583,plus,1
1682785,minus,1
1682904,plus,29
1683205,minus,3
1683316,plus,5
1683653,minus,44
1683654,minus,143
1683750,minus,1
1683787,plus,3
1683862,minus,20
1683957,plus,2
1683972,plus,9
1683980,minus,22
1684162,minus,4
1684255,plus,24
1684261,plus,15
1684411,plus,1
1684739,plus,2
1685078,minus,2
1685158,minus,3
1685193,minus,2
1685228,minus,4
1685335,minus,3
1685383,plus,1
1685396,plus,2
1685443,plus,81
1685462,minus,3
1685466,plus,35
1685925,minus,1
1685941,minus,2
1686249,minus,33
1686353,minus,48
1686434,minus,3
1686506,minus,1
1686627,plus,2
1686724,plus,3
1686826,plus,3
1686828,plus,3
1687202,plus,7
1687313,plus,1
1687331,plus,1
1687590,minus,4
1687649,plus,1
1687657,minus,24
1687674,plus,28
1687678,plus,1
1687732,plus,70
1687740,plus,5
1687743,plus,10
1687811,plus,94
1687976,minus,1
1688102,minus,1
1688121,plus,5
1688329,minus,7
1688575,plus,2
1688662,plus,4
1688810,plus,14
1688825,plus,34
1688873,minus,2
1688905,minus,2
1688965,minus,51
1689036,minus,2
1689085,plus,6
1689163,plus,2
1689187,plus,1
1689190,minus,2
1689342,minus,12
1689379,minus,1
1689461,minus,11
1689713,minus,23
1689831,minus,4
1690126,plus,7
1690376,minus,11
1690430,minus,19
1690516,plus,24
1690695,minus,1
1690893,minus,16
1690921,minus,13
1690935,plus,5
1691130,minus,5
1691237,plus,13
1691301,plus,5
1691468,plus,1
1691605,minus,1
1691741,minus,22
1691750,plus,1
1692063,plus,1
1692094,plus,22
1692123,plus,33
1692135,minus,22
1692167,plus,33
1692175,minus,58
1692237,plus,17
1692245,minus,1
1692250,minus,1
1692255,minus,8
1692378,plus,19
1692381,minus,62
1692385,minus,2
1692501,plus,12
1692626,plus,2
1692707,minus,1
1692763,minus,3
1692811,minus,6
1692821,minus,1
1692880,minus,1
1693016,minus,1
1693030,plus,1
1693041,plus,3
1693059,minus,11
1693061,plus,7
1693100,plus,15
1693110,plus,2
1693191,plus,7
1693242,plus,3
1693260,plus,4
1693261,minus,16
1693268,minus,5
1693333,minus,38
1693344,plus,1
1693865,minus,1
1694097,minus,1
1694131,minus,7
1694175,plus,13
1694179,minus,1
1694199,plus,7
1694222,minus,35
1694231,plus,4
1694234,minus,25
1694285,minus,5
1694370,plus,91
1694397,plus,175
1694850,minus,3
1694869,minus,3
1695195,minus,109
1695199,minus,4
1695214,minus,76
1695258,minus,37
1695339,minus,4
1695364,minus,26
1695367,plus,88
1695375,minus,9
1695381,plus,100
1695462,plus,11
1695467,minus,29
1695486,plus,16
1695570,plus,12
1695628,plus,3
1695791,minus,5
1695962,minus,3
1696008,plus,12
1696072,minus,10
1696076,minus,1
1696078,plus,5
1696091,minus,3
1696120,plus,3
1696128,minus,15
1696172,plus,5
1696208,plus,10
1696215,minus,7
1696216,minus,1
1696222,plus,31
1696228,plus,5
1696230,minus,5
1696269,minus,3
1697244,minus,3
1697263,plus,10
1697316,minus,35
1697414,plus,8
1697465,minus,1
1697481,minus,253
1697484,plus,16
1697503,minus,3
1697529,plus,4
1697537,minus,1
1697563,plus,1
1697582,plus,2
1697587,plus,1
1697596,plus,10
1697599,plus,6
1697631,plus,7
1697639,minus,1
1697657,plus,16
1697663,plus,2
1697665,minus,17
1697710,minus,7
1697753,plus,25
1697787,plus,10
1697820,minus,11
1697826,minus,3
1697856,minus,5
1697877,minus,40
1697914,minus,7
1697931,minus,103
1697948,minus,7
1697955,plus,3
1697963,minus,27
1697977,plus,1
1697988,plus,8
1697996,minus,11
1698019,minus,14
1698024,plus,1
1698057,minus,4
1698077,plus,1
1698082,plus,10
1698085,minus,3
1698097,plus,6
1698104,minus,2
1698105,minus,1
1698128,plus,21
1698136,minus,5
1698137,plus,2
1698150,plus,6
1698158,plus,10
1698166,minus,4
1698193,plus,25
1698201,plus,24
1698204,minus,7
1698205,plus,12
1698209,minus,1
1698264,plus,4
1698640,plus,127
1698648,plus,18
1698649,plus,6
1701548,plus,4
1701764,plus,7
1701781,plus,69
1703144,plus,17
1706120,plus,2
1706156,plus,29
1709328,minus,1
1709390,minus,6
1709397,plus,3
1709405,minus,24
1709449,minus,10
1709512,minus,1
1709552,minus,1
1709581,plus,7
1709747,plus,1
1709784,minus,13
1709806,minus,2
1709883,plus,5
1709885,minus,6
1709890,minus,1
1709953,plus,9
1709954,minus,10
1709973,plus,2
1709981,minus,124
1710057,plus,9
1710062,plus,16
1710065,minus,3
1710081,plus,21
1710089,minus,46
1710184,minus,1
1710224,minus,3
1710243,minus,16
1710263,minus,2
1710353,plus,3
1710361,minus,5
1710361,plus,1
1710366,minus,5
1710371,plus,1
1710379,plus,5
1710386,minus,15
1710387,minus,32
1710463,plus,3
1710488,plus,40
1710494,minus,9
1710517,minus,24
1710526,minus,23
1710577,minus,6
1710687,plus,12
1710688,plus,2
1710695,minus,23
1710802,plus,4
1710942,plus,33
1711004,minus,3
1711065,minus,80
1711109,minus,75
1711131,minus,155
1711143,minus,7
1711173,minus,122
1711185,plus,6
1711209,minus,131
1711231,minus,460
1711233,minus,752
1711417,plus,45
1711422,plus,9
1711425,minus,2
1711581,plus,10
1711626,minus,8
1711628,minus,17
1711678,plus,3
1711701,minus,8
1711866,plus,1
1711942,minus,1
1711945,plus,2
1711988,minus,5
1711992,minus,4
1712040,plus,38
1712081,plus,5
1712114,minus,1
1712163,minus,1
1712188,plus,5
1712196,minus,2
1712396,minus,3
1712426,minus,71
1712434,plus,3
1712455,minus,192
1712508,minus,95
1712528,minus,15
1712533,plus,15
1712534,plus,126
1712573,plus,25
1712581,minus,130
1712584,minus,77
1712596,minus,41
1712706,plus,4
1712856,minus,1
1712970,minus,2
1712999,minus,5
1713015,minus,19
1713077,minus,5
1713082,minus,78
1713105,minus,17
1713123,plus,11
1713145,minus,17
1713210,minus,91
1713219,plus,71
1713257,minus,2
1713268,plus,1
1713302,minus,6
1713313,minus,1
1713324,plus,2
1713333,minus,59
1713362,plus,1
1713370,minus,2
1713443,minus,2
1713527,minus,1
1713635,minus,1
1713653,minus,3
1713806,plus,1
1713937,plus,3
1713979,plus,2
1714078,plus,1
1714091,minus,4
1714319,plus,5
1714476,minus,1
1714481,minus,7
1714509,minus,65
1714541,minus,1
1714561,minus,6
1714631,plus,1
1714666,plus,2
1714669,minus,11
1714674,minus,29
1714810,plus,4
